sleep_awake,sleep_bedtime_end,sleep_bedtime_start,sleep_breath_average,sleep_deep,sleep_duration,sleep_efficiency,sleep_hr_average,sleep_hr_lowest,sleep_light,sleep_midpoint_time,sleep_onset_latency,sleep_rem,sleep_restless,sleep_rmssd,sleep_score,sleep_score_deep,sleep_score_efficiency,sleep_score_latency,sleep_score_rem,sleep_score_total,summary_date,sleep_temperature_delta,sleep_temperature_deviation,sleep_temperature_trend_deviation,sleep_total,activity_average_met,activity_cal_active,activity_cal_total,activity_high,activity_inactive,activity_low,activity_medium,activity_score,activity_steps,readiness_score,readiness_score_activity_balance
4800,2020-04-13T09:33:46+03:00,2020-04-13T01:02:46+03:00,17.5,7440,30660,84,58.82,52,14880,14580,690,3540,40,59,69,98,81,91,48,74,2020-04-13,0.34,0.34,0.39,25860,1.53125,662,3362,2,584,325,50,94.0,9197,82,75
9330,2020-04-14T09:22:31+03:00,2020-04-14T00:49:31+03:00,16.875,7110,30780,70,61.12,54,12210,15900,1350,2130,33,69,57,97,48,78,28,57,2020-04-14,0.1,0.1,0.36,21450,1.5,609,3305,0,479,387,36,96.0,7827,75,75
3900,2020-04-15T08:35:23+03:00,2020-04-15T00:33:23+03:00,17.5,7380,28920,87,61.12,55,16650,14430,390,990,39,64,66,98,88,78,13,71,2020-04-15,0.11,0.11,0.24,25020,1.5,562,3304,2,615,357,33,93.0,7969,77,76
4170,2020-04-16T08:44:33+03:00,2020-04-16T01:20:33+03:00,17.625,6090,26640,84,65.35,58,13320,14520,660,3060,36,59,64,96,81,89,41,61,2020-04-16,-0.24,-0.24,-0.11,22470,1.5,629,3329,1,612,298,51,97.0,6853,71,78
5100,2020-04-17T09:28:17+03:00,2020-04-17T00:26:17+03:00,16.75,7440,32520,84,63.6,56,17430,16080,810,2550,39,60,72,98,81,97,34,80,2020-04-17,0.01,0.01,0.08,27420,1.40625,327,3047,1,613,331,2,93.0,5300,77,78
4920,2020-04-18T10:01:52+03:00,2020-04-18T02:23:52+03:00,16.75,5160,27480,82,61.6,55,16650,14220,1080,750,47,66,56,85,76,91,10,62,2020-04-18,-0.09,-0.09,0.03,22560,1.53125,679,3332,1,690,254,61,93.0,7652,77,84
4530,2020-04-19T10:54:15+03:00,2020-04-19T03:29:15+03:00,16.875,6630,26700,83,62.54,57,15000,12840,330,540,41,67,55,96,79,75,7,60,2020-04-19,-0.09,-0.09,0.03,22170,1.375,418,3027,0,437,299,17,95.0,7161,70,83
4380,2020-04-20T08:43:42+03:00,2020-04-20T01:47:42+03:00,16.875,6360,24960,82,62.11,56,13320,12960,1320,900,39,72,57,96,76,81,12,54,2020-04-20,0.0,0.0,0.06,20580,1.4375,399,3170,1,579,392,7,84.0,6501,74,81
4170,2020-04-21T08:58:57+03:00,2020-04-21T01:15:57+03:00,17.25,6660,27780,85,61.01,57,14790,13770,570,2160,37,61,65,96,83,86,28,66,2020-04-21,-0.1,-0.1,0.08,23610,1.5,560,3295,1,479,408,28,82.0,7998,68,88
5610,2020-04-22T09:54:01+03:00,2020-04-22T01:12:01+03:00,17.25,7620,31320,82,59.87,53,15390,15510,1080,2700,40,64,67,98,76,91,36,74,2020-04-22,-0.22,-0.22,-0.01,25710,1.5,519,3282,1,529,409,19,80.0,7797,76,89
5100,2020-04-23T08:59:45+03:00,2020-04-23T01:03:45+03:00,16.625,7200,28560,82,59.73,54,14460,14880,1260,1800,39,69,62,97,76,83,23,65,2020-04-23,0.04,0.04,0.1,23460,1.5,548,3305,2,525,398,18,72.0,8132,77,90
4080,2020-04-24T08:47:06+03:00,2020-04-24T00:38:06+03:00,17.125,8100,29340,86,66.03,58,13860,14670,600,3300,39,58,70,99,86,86,44,72,2020-04-24,0.11,0.11,0.18,25260,1.46875,445,3216,1,594,394,18,74.0,6828,66,90
5940,2020-04-25T08:53:46+03:00,2020-04-25T01:21:46+03:00,16.75,3900,27120,78,58.41,54,16470,14040,1560,810,51,65,51,64,67,70,11,56,2020-04-25,-0.08,-0.08,0.13,21180,1.6875,963,3651,3,529,310,91,80.0,14701,72,93
6900,2020-04-26T09:54:29+03:00,2020-04-26T01:41:29+03:00,16.625,4500,29580,77,62.76,57,15570,14940,810,2610,37,63,59,74,65,97,35,62,2020-04-26,-0.2,-0.2,0.02,22680,1.375,419,3046,1,559,306,10,75.0,6824,71,85
6840,2020-04-27T10:26:03+03:00,2020-04-27T01:06:03+03:00,17.625,7080,33600,80,61.38,52,16830,17700,1020,2850,44,60,67,97,72,94,38,78,2020-04-27,-0.12,-0.12,-0.03,26760,1.46875,622,3242,2,467,244,64,84.0,10616,75,86
5940,2020-04-28T09:16:18+03:00,2020-04-28T01:20:18+03:00,17.375,7050,28560,79,64.05,56,13440,15330,510,2130,33,57,60,97,69,83,28,62,2020-04-28,0.2,0.2,0.24,22620,1.21875,211,2722,0,457,161,9,85.0,3078,71,85
7410,2020-04-29T08:54:34+03:00,2020-04-29T00:27:34+03:00,17.5,4860,30420,76,58.4,55,16530,14520,1080,1620,46,51,60,80,62,91,21,63,2020-04-29,-0.19,-0.19,0.0,23010,1.40625,350,3054,1,498,374,3,82.0,5672,78,91
3960,2020-04-30T08:39:01+03:00,2020-04-30T00:34:01+03:00,17.125,9150,29100,86,58.37,53,13260,14340,570,2730,37,51,71,100,86,86,37,72,2020-04-30,0.09,0.09,0.1,25140,1.4375,402,3141,0,672,343,14,76.0,6142,82,95
4110,2020-05-02T10:52:36+03:00,2020-05-02T04:09:36+03:00,16.875,5730,24180,83,64.86,57,12270,12150,600,2070,41,43,55,95,79,86,28,52,2020-05-02,-0.13,-0.13,,20070,1.3125,268,2832,2,626,172,10,65.0,4012,64,99
4260,2020-05-03T10:50:00+03:00,2020-05-03T02:24:00+03:00,17.125,6840,30360,86,58.18,52,17250,14850,570,2010,38,55,66,97,86,86,27,75,2020-05-03,-0.31,-0.31,-0.12,26100,1.375,479,3039,1,475,211,44,72.0,7594,81,98
4620,2020-05-04T09:41:33+03:00,2020-05-04T01:30:33+03:00,17.75,5520,29460,84,59.18,54,17070,15150,750,2250,40,48,64,91,81,94,30,70,2020-05-04,-0.06,-0.06,-0.07,24840,1.40625,425,3099,0,553,342,15,61.0,6402,78,100
6840,2020-05-05T09:49:01+03:00,2020-05-05T01:39:01+03:00,16.875,7530,29400,77,59.8,55,12840,14610,1230,2190,40,48,60,98,65,83,29,62,2020-05-05,0.02,0.02,0.01,22560,1.46875,526,3218,3,500,360,23,63.0,7732,75,100
6090,2020-05-06T09:08:19+03:00,2020-05-06T00:47:19+03:00,17.0,5910,30060,80,60.54,54,16590,15270,1620,1470,41,49,62,95,72,67,20,67,2020-05-06,0.13,0.13,0.14,23970,1.40625,397,3075,1,519,323,14,62.0,6090,74,98
5370,2020-05-07T09:00:10+03:00,2020-05-07T00:45:10+03:00,17.625,8340,29700,82,56.96,52,13410,14610,780,2580,33,59,69,99,76,94,34,69,2020-05-07,0.17,0.17,0.22,24330,1.4375,414,3111,1,570,354,14,60.0,6560,80,99
6240,2020-05-08T08:59:59+03:00,2020-05-08T01:03:59+03:00,17.0,7260,28560,78,57.35,50,12510,15120,900,2550,36,54,63,97,67,99,34,61,2020-05-08,0.3,0.3,0.32,22320,1.40625,381,3075,4,613,313,6,58.0,5884,73,100
3690,2020-05-09T09:03:25+03:00,2020-05-09T00:46:25+03:00,17.5,5220,29820,88,63.64,55,17070,14940,240,3840,45,45,68,86,90,70,52,76,2020-05-09,-0.14,-0.14,0.2,26130,1.5625,761,3428,0,586,339,58,71.0,11934,74,99
4290,2020-05-10T10:16:03+03:00,2020-05-10T01:44:03+03:00,16.75,8130,30720,86,59.76,53,15360,15480,900,2940,39,49,70,99,86,99,39,77,2020-05-10,0.01,0.01,0.11,26430,1.375,440,3014,4,543,258,14,69.0,6227,77,91
4050,2020-05-16T10:29:01+03:00,2020-05-16T02:40:01+03:00,17.0,5040,28140,86,65.4,57,16440,14130,510,2610,40,40,63,83,86,83,35,68,2020-05-16,-0.07,-0.07,0.06,24090,1.46875,588,3176,2,525,210,63,65.0,9981,64,97
3240,2020-05-17T09:41:29+03:00,2020-05-17T03:34:29+03:00,16.625,5490,22020,85,62.68,56,11220,11310,750,2070,41,50,56,91,83,94,28,47,2020-05-17,-0.16,-0.16,-0.01,18780,1.59375,841,3478,2,399,371,71,81.0,13246,63,94
5250,2020-05-18T09:57:38+03:00,2020-05-18T01:08:38+03:00,16.75,7140,31740,83,60.32,52,16590,15480,540,2760,37,55,68,97,81,83,37,77,2020-05-18,0.22,0.22,0.11,26490,1.5,484,3251,0,526,469,15,77.0,7771,73,84
2520,2020-05-19T09:40:30+03:00,2020-05-19T02:44:30+03:00,17.375,6390,24960,90,58.79,53,12660,12300,510,3390,39,58,64,96,95,83,46,61,2020-05-19,-0.12,-0.12,0.11,22440,1.46875,481,3203,2,492,407,17,79.0,7567,72,85
3390,2020-05-20T09:49:31+03:00,2020-05-20T02:16:31+03:00,17.0,6990,27180,88,61.41,56,13500,13080,540,3300,34,61,66,97,90,83,44,66,2020-05-20,-0.07,-0.07,0.07,23790,1.46875,507,3189,4,510,388,16,78.0,7647,75,87
4260,2020-05-22T09:39:31+03:00,2020-05-22T01:29:31+03:00,16.75,6660,29400,86,61.81,55,15600,13770,600,2880,43,55,67,96,86,86,38,72,2020-05-22,-0.38,-0.38,-0.18,25140,1.53125,564,3298,2,544,437,24,77.0,8519,81,87
6360,2020-05-23T11:27:32+03:00,2020-05-23T03:16:32+03:00,16.75,6240,29460,78,61.95,54,13980,15570,390,2880,38,66,60,96,67,78,38,64,2020-05-23,0.05,0.05,-0.08,23100,1.46875,559,3198,1,528,313,35,69.0,8171,77,86
5910,2020-05-24T11:19:32+03:00,2020-05-24T02:34:32+03:00,16.625,7710,31500,81,62.19,53,14640,16320,570,3240,39,62,65,98,74,86,43,73,2020-05-24,-0.25,-0.25,-0.07,25590,1.5,642,3315,2,521,373,32,64.0,9788,79,85
5820,2020-05-25T10:07:31+03:00,2020-05-25T02:54:31+03:00,17.25,6120,25980,78,61.89,56,13740,12900,450,300,41,57,53,96,67,81,4,52,2020-05-25,-0.05,-0.05,-0.02,20160,1.5625,776,3452,0,443,363,59,77.0,12648,70,81
3600,2020-05-26T09:26:32+03:00,2020-05-26T01:24:32+03:00,17.625,7770,28920,88,60.86,54,15240,14490,540,2310,36,56,67,98,90,83,31,72,2020-05-26,0.05,0.05,0.03,25320,1.53125,580,3309,1,517,422,24,75.0,8926,75,77
5220,2020-05-27T10:13:32+03:00,2020-05-27T02:07:32+03:00,16.875,5400,29160,82,60.91,56,16410,14910,510,2130,38,50,61,89,76,83,28,67,2020-05-27,0.09,0.09,0.13,23940,1.4375,418,3141,1,557,375,10,74.0,6445,74,77
4380,2020-05-28T10:20:32+03:00,2020-05-28T01:53:32+03:00,16.875,7470,30420,86,60.57,55,13740,14820,330,4830,35,51,70,98,86,75,66,75,2020-05-28,-0.04,-0.04,0.11,26040,1.625,824,3523,11,471,383,46,84.0,11035,78,80
4350,2020-05-29T09:34:32+03:00,2020-05-29T02:25:32+03:00,17.375,5550,25740,83,60.3,55,13680,12510,480,2160,39,47,58,92,79,81,28,57,2020-05-29,-0.05,-0.05,0.06,21390,1.5625,663,3393,2,557,387,36,87.0,9472,71,75
6660,2020-05-30T11:05:32+03:00,2020-05-30T01:45:32+03:00,17.0,7260,33600,80,60.73,54,16260,16830,750,3420,36,42,69,97,72,94,46,79,2020-05-30,-0.1,-0.1,0.01,26940,1.4375,490,3152,6,757,255,22,82.0,7013,77,73
4440,2020-05-31T11:01:32+03:00,2020-05-31T03:46:32+03:00,17.0,6510,26100,83,60.48,56,13620,13290,1230,1530,44,47,56,96,79,83,20,58,2020-05-31,-0.21,-0.21,-0.05,21660,1.28125,281,2820,3,605,151,14,81.0,3958,67,76
2610,2020-06-01T09:58:32+03:00,2020-06-01T02:23:32+03:00,16.375,8280,27300,90,60.6,54,13950,13530,420,2460,40,51,66,99,96,78,33,70,2020-06-01,-0.26,-0.26,-0.13,24690,1.53125,656,3333,10,335,361,28,86.0,9035,72,82
4740,2020-06-02T09:59:32+03:00,2020-06-02T01:48:32+03:00,16.875,5400,29460,84,61.91,55,15450,14220,810,3870,35,44,68,89,81,97,53,70,2020-06-02,0.17,0.17,-0.01,24720,1.5625,718,3422,6,445,448,28,88.0,9980,71,82
4020,2020-06-03T09:59:32+03:00,2020-06-03T01:41:32+03:00,17.125,7050,29880,87,62.31,54,15540,14340,690,3270,39,42,69,97,88,91,44,74,2020-06-03,-0.08,-0.08,0.04,25860,1.46875,576,3187,3,334,238,53,93.0,8581,70,78
3390,2020-06-04T10:09:32+03:00,2020-06-04T01:55:32+03:00,17.625,6720,29640,89,65.96,59,14490,14580,750,5040,36,42,73,96,93,94,68,76,2020-06-04,0.11,0.11,0.11,26250,1.375,332,2943,2,301,237,16,85.0,4673,69,81
4080,2020-06-08T10:06:02+03:00,2020-06-08T02:08:02+03:00,17.375,8430,28680,86,61.82,56,12420,14760,750,3750,35,43,68,99,86,94,51,69,2020-06-08,-0.09,-0.09,0.05,24600,1.4375,510,3117,3,550,277,34,82.0,7442,67,0
3540,2020-06-09T10:31:01+03:00,2020-06-09T02:55:01+03:00,17.625,7470,27360,87,64.98,59,14160,13830,840,2190,36,46,65,98,88,97,29,66,2020-06-09,-0.01,-0.01,0.04,23820,1.28125,285,2772,4,251,130,15,80.0,3735,59,0
4500,2020-06-10T10:41:02+03:00,2020-06-10T02:51:02+03:00,17.75,7200,28200,84,65.23,59,11910,13830,720,4590,35,44,67,97,81,91,63,66,2020-06-10,-0.01,-0.01,0.03,23700,1.28125,232,2779,1,270,189,7,75.0,3624,70,99
2070,2020-07-29T09:30:31+03:00,2020-07-29T01:44:31+03:00,17.25,9180,27960,93,59.93,54,13110,13800,390,3600,33,50,71,100,98,78,48,75,2020-07-29,-0.22,-0.22,-0.09,25890,1.59375,814,3496,6,526,317,72,66.0,12611,80,0
4530,2020-07-30T09:25:39+03:00,2020-07-30T00:38:39+03:00,17.375,8940,31620,86,60.53,54,15060,15840,1140,3090,35,50,73,100,86,89,42,79,2020-07-30,-0.02,-0.02,-0.06,27090,1.5,631,3303,8,502,377,25,74.0,8574,75,0
4020,2020-07-31T09:31:00+03:00,2020-07-31T00:58:00+03:00,17.25,8580,30780,87,61.08,56,13170,15180,480,5010,30,47,74,99,88,81,68,78,2020-07-31,-0.04,-0.04,0.01,26760,1.46875,611,3213,2,543,298,38,80.0,8559,80,79
4170,2020-08-01T09:04:01+03:00,2020-08-01T01:07:01+03:00,17.125,7560,28620,85,59.81,54,13560,14250,630,3330,42,48,68,98,86,89,45,69,2020-08-01,-0.5,-0.5,-0.17,24450,1.375,372,2976,0,620,261,18,78.0,5655,70,76
4560,2020-08-02T10:52:11+03:00,2020-08-02T02:13:11+03:00,16.875,10320,31140,85,58.41,54,13740,14610,540,2520,35,53,69,100,83,83,33,77,2020-08-02,0.08,0.08,-0.12,26580,1.53125,857,3415,3,358,221,98,90.0,11306,82,82
5340,2020-08-03T07:37:27+03:00,2020-08-02T22:32:27+03:00,14.75,4770,32700,84,50.57,45,16620,17040,480,5970,25,43,81,79,81,81,82,80,2020-08-03,-0.25,-0.25,-0.12,27360,1.4375,488,3132,0,431,305,28,89.0,7335,75,73
4200,2020-08-04T09:11:21+03:00,2020-08-04T00:34:21+03:00,17.125,8460,31020,86,59.16,53,15870,15750,1110,2490,41,52,70,99,86,89,33,78,2020-08-04,0.12,0.12,0.0,26820,1.53125,652,3354,2,513,382,30,92.0,9650,82,78
6480,2020-08-05T09:23:32+03:00,2020-08-05T01:23:32+03:00,17.125,5820,28800,78,64.63,57,14250,14250,600,2250,28,50,62,95,67,86,30,61,2020-08-05,-0.01,-0.01,0.03,22320,1.3125,274,2858,0,413,244,11,87.0,4162,70,76
8160,2020-08-06T08:58:38+03:00,2020-08-06T00:54:38+03:00,16.875,5850,29040,72,63.02,56,13230,15180,1830,1800,41,52,53,95,53,56,23,55,2020-08-06,0.08,0.08,0.09,20880,1.78125,1187,3931,8,423,357,123,89.0,17131,71,84
4110,2020-08-07T09:04:22+03:00,2020-08-07T00:53:22+03:00,17.375,7470,29460,86,67.57,59,15870,15120,780,2010,43,37,68,98,86,94,27,73,2020-08-07,0.08,0.08,0.1,25350,1.40625,410,3095,0,540,325,15,87.0,6345,62,71
4440,2020-08-08T07:31:03+03:00,2020-08-08T02:02:03+03:00,17.0,6840,19740,78,67.77,60,7560,10380,870,900,37,43,52,97,67,99,12,33,2020-08-08,0.08,0.08,0.12,15300,1.875,1349,4101,0,326,390,145,98.0,23244,53,75
7020,2020-08-09T08:52:29+03:00,2020-08-09T02:18:29+03:00,18.875,3360,23640,70,88.01,74,10770,12510,750,2490,36,14,47,54,48,94,33,38,2020-08-09,-0.01,-0.01,0.08,16620,1.53125,699,3328,3,291,251,69,98.0,10740,34,63
2820,2020-08-10T07:24:30+03:00,2020-08-10T01:29:30+03:00,17.625,5880,21300,87,67.4,59,12150,10080,240,450,37,58,57,95,90,70,6,46,2020-08-10,0.04,0.04,0.07,18480,1.5,533,3273,2,684,392,16,93.0,7465,47,66
3810,2020-08-11T09:01:29+03:00,2020-08-11T02:54:29+03:00,16.375,6150,22020,83,63.86,57,11670,11040,390,390,31,82,53,96,79,78,5,45,2020-08-11,0.25,0.25,0.16,18210,1.34375,290,2909,0,319,227,13,98.0,4438,57,68
3720,2020-08-12T09:45:31+03:00,2020-08-12T02:12:31+03:00,18.625,6180,27180,86,66.89,60,15330,13200,270,1950,34,46,62,96,86,72,26,65,2020-08-12,0.11,0.11,0.2,23460,1.625,814,3572,0,379,471,54,99.0,11869,56,76
5220,2020-08-13T09:27:15+03:00,2020-08-13T00:46:15+03:00,17.125,7860,31260,83,63.39,58,16290,15420,660,1890,40,76,68,98,79,89,25,75,2020-08-13,0.1,0.1,0.19,26040,1.5,704,3344,1,344,242,76,99.0,10750,67,72
5940,2020-08-14T09:29:14+03:00,2020-08-14T00:05:14+03:00,17.25,6930,33840,82,63.33,54,18120,17190,2010,2850,38,71,68,97,76,48,38,82,2020-08-14,0.08,0.08,0.15,27900,1.71875,1079,3766,7,415,293,114,99.0,15847,72,74
7200,2020-08-15T09:20:17+03:00,2020-08-15T01:19:17+03:00,18.25,4170,28860,75,68.53,60,15000,15450,540,2490,38,47,55,69,60,83,33,58,2020-08-15,0.06,0.06,0.14,21660,1.1875,104,2584,0,177,73,3,98.0,1613,54,66
6030,2020-08-16T09:15:32+03:00,2020-08-16T01:42:32+03:00,17.875,7980,27180,78,65.51,57,10890,14070,660,2280,36,53,59,98,67,89,30,56,2020-08-16,-0.04,-0.04,0.08,21150,1.90625,1463,4188,5,346,355,167,98.0,23250,61,76
5460,2020-08-17T09:55:33+03:00,2020-08-17T00:44:33+03:00,18.0,8970,33060,83,64.27,57,15870,16710,390,2760,38,46,69,100,79,78,37,81,2020-08-17,-0.12,-0.12,0.01,27600,1.46875,562,3254,0,378,339,46,98.0,9220,66,59
4260,2020-08-18T09:24:03+03:00,2020-08-18T01:39:03+03:00,17.375,8970,27900,85,59.4,55,12210,13650,690,2460,36,49,66,100,83,91,33,66,2020-08-18,-0.12,-0.12,-0.06,23640,1.34375,335,2958,1,472,235,13,96.0,5109,70,62
10650,2020-08-19T10:34:10+03:00,2020-08-19T01:08:10+03:00,17.75,4140,33960,69,68.01,59,15840,19350,420,3330,48,46,55,68,46,78,45,65,2020-08-19,0.45,0.45,0.17,23310,1.46875,560,3245,1,557,330,28,94.0,8426,60,70
2400,2020-08-20T09:12:59+03:00,2020-08-20T01:00:59+03:00,18.125,8310,29520,92,58.53,54,16680,14280,300,2130,38,56,71,99,97,72,28,79,2020-08-20,-0.08,-0.08,0.19,27120,1.625,822,3588,9,548,397,53,95.0,12014,79,71
7770,2020-08-21T10:21:03+03:00,2020-08-21T01:56:03+03:00,17.875,5310,30300,74,73.69,59,13770,16650,1770,3450,43,33,56,88,58,59,47,62,2020-08-21,0.16,0.16,0.19,22530,1.5,572,3283,1,532,345,39,91.0,9262,57,68
4410,2020-08-22T09:41:28+03:00,2020-08-22T02:13:28+03:00,17.75,6180,26880,84,62.35,58,14070,13590,720,2220,35,55,62,96,81,91,29,61,2020-08-22,-0.05,-0.05,0.1,22470,1.4375,531,3173,5,536,257,26,93.0,7827,69,71
9630,2020-08-23T10:38:00+03:00,2020-08-23T02:22:00+03:00,17.625,5850,29760,68,65.09,59,12480,15390,930,1800,40,54,55,95,44,97,23,52,2020-08-23,0.14,0.14,0.14,20130,2.0,1691,4408,12,335,314,193,96.0,25160,64,74
5340,2020-08-24T09:22:08+03:00,2020-08-24T01:39:08+03:00,18.0,4800,27780,81,68.03,58,15330,15270,2730,2310,42,48,52,79,74,22,31,61,2020-08-24,0.04,0.04,0.14,22440,1.46875,508,3200,2,585,328,27,93.0,7560,57,55
4890,2020-08-25T09:31:11+03:00,2020-08-25T01:26:11+03:00,17.375,5970,29100,83,58.2,53,16590,14340,540,1650,38,72,64,95,79,83,22,68,2020-08-25,-0.12,-0.12,0.07,24210,1.53125,562,3367,0,597,439,15,92.0,9008,73,58
6900,2020-08-26T10:29:50+03:00,2020-08-26T02:41:50+03:00,17.5,7170,28080,75,58.68,54,12180,12960,990,1830,37,58,58,97,60,94,24,56,2020-08-26,-0.2,-0.2,-0.04,21180,1.15625,35,2496,0,62,29,1,91.0,578,72,61
6630,2020-08-28T10:03:02+03:00,2020-08-28T02:25:02+03:00,17.75,4440,27480,76,61.06,56,14610,14100,1260,1800,40,42,54,73,62,83,23,55,2020-08-28,-0.4,-0.4,-0.19,20850,1.53125,702,3386,2,357,376,52,90.0,10714,66,73
5370,2020-08-29T08:35:13+03:00,2020-08-29T01:32:13+03:00,17.5,7050,25380,79,61.49,56,10890,13410,720,2070,37,42,58,97,69,91,28,52,2020-08-29,-0.25,-0.25,-0.24,20010,1.6875,864,3643,1,540,413,60,88.0,14497,64,75
4590,2020-08-31T10:03:08+03:00,2020-08-31T01:50:08+03:00,18.125,6240,29580,84,60.52,52,17250,14700,270,1500,36,49,63,96,83,72,20,71,2020-08-31,0.27,0.27,-0.01,24990,1.375,343,3010,1,649,270,8,75.0,5516,68,88
6210,2020-09-01T09:18:12+03:00,2020-09-01T01:16:12+03:00,17.875,7320,28920,79,55.89,52,13800,13320,480,1590,30,51,62,97,69,81,21,62,2020-09-01,-0.27,-0.27,0.0,22710,1.59375,781,3525,2,577,322,77,84.0,12598,73,92
4770,2020-09-02T08:57:05+03:00,2020-09-02T01:35:05+03:00,17.125,6360,26520,82,58.5,54,14100,12330,270,1290,36,44,59,96,76,72,17,58,2020-09-02,-0.09,-0.09,-0.03,21750,1.5,536,3239,4,489,260,37,88.0,8134,68,84
3450,2020-09-04T09:29:30+03:00,2020-09-04T01:38:30+03:00,18.25,6990,28260,88,65.75,56,15780,13980,390,2040,37,45,64,97,90,78,27,70,2020-09-04,-0.01,-0.01,-0.04,24810,1.5625,685,3392,1,391,410,35,92.0,10829,60,94
7080,2020-09-05T09:12:37+03:00,2020-09-05T01:24:37+03:00,19.625,3300,28080,75,89.07,58,12240,15060,390,5460,36,14,57,53,60,78,74,55,2020-09-05,0.2,0.2,0.1,21000,1.5625,744,3482,1,400,436,43,90.0,12017,52,90
5520,2020-09-06T07:32:03+03:00,2020-09-05T23:19:03+03:00,18.875,5400,29580,81,77.79,66,15390,14640,300,3270,34,28,69,89,74,72,44,67,2020-09-06,0.17,0.17,0.19,24060,1.625,822,3544,0,469,392,65,95.0,12798,44,84
11850,2020-09-07T09:19:08+03:00,2020-09-06T23:12:08+03:00,17.375,4560,36420,67,73.01,60,16710,20040,780,3300,42,47,62,75,44,94,44,69,2020-09-07,-0.03,-0.03,0.15,24570,1.3125,247,2840,0,411,163,13,96.0,3596,53,78
4080,2020-09-08T09:03:02+03:00,2020-09-08T01:42:02+03:00,17.0,7290,26460,85,64.75,59,13800,12690,150,1290,38,57,60,97,83,67,17,61,2020-09-08,0.26,0.26,0.18,22380,1.3125,267,2884,0,563,223,5,84.0,4112,60,85
4740,2020-09-09T09:00:02+03:00,2020-09-09T00:59:02+03:00,17.375,5010,28860,84,67.64,58,17910,14460,750,1200,39,48,64,83,81,94,16,68,2020-09-09,0.1,0.1,0.2,24120,1.5,550,3301,0,579,351,32,81.0,7840,61,90
4530,2020-09-10T08:57:02+03:00,2020-09-10T01:12:02+03:00,16.625,6360,27900,84,62.63,58,16230,13620,600,780,37,62,63,96,81,86,10,65,2020-09-10,0.1,0.1,0.2,23370,1.34375,242,2911,0,472,250,3,81.0,3882,70,89
4170,2020-09-11T09:41:16+03:00,2020-09-11T01:12:16+03:00,16.5,6210,30540,86,64.47,56,15480,15390,1080,4680,41,58,72,96,86,91,63,77,2020-09-11,0.1,0.1,0.17,26370,1.46875,492,3220,1,577,410,15,73.0,7341,77,95
4110,2020-09-12T10:39:02+03:00,2020-09-12T03:19:02+03:00,16.625,7290,26400,84,64.75,58,12630,13260,420,2370,41,59,61,97,83,78,32,61,2020-09-12,-0.11,-0.11,0.09,22290,1.34375,443,2932,1,66,57,62,84.0,7730,69,95
4800,2020-09-13T09:28:03+03:00,2020-09-13T03:08:03+03:00,16.25,7800,22800,79,62.58,57,9150,11190,540,1050,32,60,53,98,69,83,14,44,2020-09-13,-0.14,-0.14,0.01,18000,1.46875,596,3259,0,502,320,28,77.0,9454,68,99
2940,2020-09-14T08:56:41+03:00,2020-09-14T00:14:41+03:00,16.75,6930,31320,91,57.83,52,19440,15960,660,2010,45,56,73,97,96,89,27,84,2020-09-14,-0.19,-0.19,-0.04,28380,1.34375,286,2941,0,453,254,5,78.0,4558,79,94
7860,2020-09-15T10:45:30+03:00,2020-09-15T01:30:30+03:00,17.125,7230,33300,76,58.86,54,14550,16740,930,3660,36,54,67,97,65,97,49,73,2020-09-15,-0.03,-0.03,0.0,25440,1.40625,407,3101,2,603,276,21,75.0,5713,82,98
6000,2020-09-16T09:43:49+03:00,2020-09-16T01:42:49+03:00,17.125,6690,28860,79,59.3,54,13590,13920,750,2580,33,45,63,96,69,94,34,63,2020-09-16,-0.03,-0.03,0.06,22860,1.3125,232,2861,0,597,235,5,68.0,3742,79,98
6060,2020-09-17T10:16:29+03:00,2020-09-17T02:13:29+03:00,17.0,6630,28980,79,63.52,56,14010,14250,660,2280,40,48,60,96,69,89,30,63,2020-09-17,0.08,0.08,0.08,22920,1.46875,527,3201,3,463,274,39,73.0,7635,75,98
5910,2020-09-18T09:42:29+03:00,2020-09-18T01:46:29+03:00,17.25,5490,28560,79,67.77,56,15240,15120,420,1920,38,43,58,91,69,78,25,62,2020-09-18,0.04,0.04,0.1,22650,1.1875,86,2600,0,281,61,2,73.0,1298,69,100
6480,2020-09-19T10:16:31+03:00,2020-09-19T02:14:31+03:00,17.25,5100,28920,78,69.15,60,13590,15330,900,3750,40,38,61,84,67,99,51,61,2020-09-19,-0.18,-0.18,0.02,22440,1.28125,240,2787,0,365,130,14,61.0,3764,63,95
4920,2020-09-20T10:37:35+03:00,2020-09-20T02:57:35+03:00,17.0,6120,27600,82,60.5,52,14190,13200,510,2370,43,50,60,96,76,83,32,62,2020-09-20,-0.25,-0.25,-0.11,22680,1.40625,517,3096,2,370,214,33,59.0,7393,73,92
3540,2020-09-21T09:55:29+03:00,2020-09-21T02:34:29+03:00,16.75,6780,26460,87,61.92,57,13320,12360,300,2820,39,42,62,97,88,72,38,63,2020-09-21,-0.22,-0.22,-0.17,22920,1.5,543,3292,0,551,420,14,56.0,8402,72,95
4170,2020-09-22T10:20:00+03:00,2020-09-22T02:19:00+03:00,17.125,7260,28860,86,62.43,56,15030,13710,570,2400,35,44,65,97,86,86,32,70,2020-09-22,-0.44,-0.44,-0.32,24690,1.4375,477,3181,0,493,389,18,56.0,7677,70,99
